# Tetrahedron method
       35.3024183170        0.0046064605        0.0046064605        0.6515057466        0.6515057466
       35.5522140843        0.0043373266        0.0043373266        0.6835859070        0.6835859070
       35.8020098515        0.0019000744        0.0019000744        0.3276362907        0.3276362907
       36.0518056187        0.0015851629        0.0015851629        0.3606717578        0.3606717578
       36.3016013859        0.0012871528        0.0012871528        0.3971194773        0.3971194773
       36.5513971532        0.0011401486        0.0011401433        0.5669955375        0.5669955375
       36.8011929204        0.0014713028        0.0014727974        0.8082419971        0.8082419971
       37.0509886876        0.0009696746        0.0009696768        0.5760393437        0.5760393437
       37.3007844548        0.0009803540        0.0009803540        0.9500236835        0.9500236835
       37.5505802220        0.0005101372        0.0005101372        0.8466006373        0.8466006373
       37.8003759893        0.0003590390        0.0003590390        0.3542295048        0.3542295048
       38.0501717565        0.0003437889        0.0003437889        0.6071317895        0.6071317895
       38.2999675237        0.0001493507        0.0001493507        0.6484437775        0.6484437775
       38.5497632909        0.0000340321        0.0000340321        0.2133975503        0.2133975503
       38.7995590582        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       39.0493548254        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       39.2991505926        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       39.5489463598        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       39.7987421270        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       40.0485378943        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       40.2983336615        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       40.5481294287        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       40.7979251959        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       41.0477209632        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       41.2975167304        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       41.5473124976        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       41.7971082648        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       42.0469040320        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       42.2966997993        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       42.5464955665        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       42.7962913337        0.0000000000        0.0000000000        0.0000000000        0.0000000000
